Date,NCLI_1d,NCLI_2d,NIFTY,Signal_1d
2015-04-08,100.0,100.0,8043.48,STRONG_BUY
2015-04-09,100.0,100.0,8111.94,STRONG_BUY
2015-04-10,100.0,100.0,7970.3,STRONG_BUY
2015-04-13,100.0,100.0,7958.1,STRONG_BUY
2015-04-14,100.0,100.0,8009.48,STRONG_BUY
2015-04-15,100.0,78.77,8006.93,STRONG_BUY
2015-04-16,100.0,100.0,8060.01,STRONG_BUY
2015-04-17,27.16,36.51,8175.37,BUY
2015-04-20,40.83,71.64,8193.5,STRONG_BUY
2015-04-21,19.71,-10.07,8216.01,NEUTRAL
2015-04-22,-64.22,-56.49,8428.24,STRONG_SELL
2015-04-23,-14.66,28.41,8461.75,NEUTRAL
2015-04-24,4.13,37.93,8431.32,NEUTRAL
2015-04-27,41.8,100.0,8371.09,STRONG_BUY
2015-04-28,62.91,100.0,8370.6,STRONG_BUY
2015-04-29,-8.22,65.96,8443.63,NEUTRAL
2015-04-30,-8.87,58.31,8434.0,NEUTRAL
2015-05-01,40.53,84.58,8434.0,STRONG_BUY
2015-05-04,14.51,32.53,8420.19,NEUTRAL
2015-05-05,100.0,100.0,8282.18,STRONG_BUY
2015-05-06,100.0,100.0,8303.52,STRONG_BUY
2015-05-07,100.0,100.0,8250.82,STRONG_BUY
2015-05-08,100.0,100.0,8117.37,STRONG_BUY
2015-05-11,100.0,100.0,8112.33,STRONG_BUY
2015-05-12,100.0,100.0,7967.6,STRONG_BUY
2015-05-13,100.0,100.0,7950.23,STRONG_BUY
2015-05-14,100.0,100.0,7942.97,STRONG_BUY
2015-05-15,100.0,100.0,8000.55,STRONG_BUY
2015-05-18,54.95,14.99,8133.01,STRONG_BUY
2015-05-19,100.0,100.0,8006.62,STRONG_BUY
2015-05-20,95.5,93.45,8140.65,STRONG_BUY
2015-05-21,8.03,-0.5,8190.62,NEUTRAL
2015-05-22,-81.24,-45.08,8420.5,STRONG_SELL
2015-05-25,-56.12,-37.44,8321.6,STRONG_SELL
2015-05-26,-37.23,-7.59,8341.94,SELL
2015-05-27,-100.0,-85.72,8597.51,
2015-05-28,-62.07,7.41,8544.93,STRONG_SELL
2015-05-29,27.26,41.52,8369.0,BUY
2015-06-01,55.11,100.0,8369.0,STRONG_BUY
2015-06-02,-29.16,-6.69,8427.81,SELL
2015-06-03,-70.44,-52.35,8467.02,STRONG_SELL
2015-06-04,0.57,2.25,8415.44,NEUTRAL
2015-06-05,31.66,84.08,8441.93,BUY
2015-06-08,43.93,95.67,8390.2,STRONG_BUY
2015-06-09,89.61,76.12,8349.24,STRONG_BUY
2015-06-10,100.0,100.0,8379.79,STRONG_BUY
2015-06-11,86.7,52.15,8443.28,STRONG_BUY
2015-06-12,67.59,73.52,8401.22,STRONG_BUY
2015-06-15,-30.01,-15.22,8525.77,SELL
2015-06-16,10.42,31.23,8587.2,NEUTRAL
2015-06-17,-12.77,-13.84,8616.68,NEUTRAL
2015-06-18,99.18,95.31,8507.81,STRONG_BUY
2015-06-19,30.1,-2.86,8639.8,BUY
2015-06-22,37.87,54.13,8641.16,BUY
2015-06-23,81.92,65.23,8623.94,STRONG_BUY
2015-06-24,-49.11,-42.91,8786.27,STRONG_SELL
2015-06-25,-74.62,-68.99,8770.4,STRONG_SELL
2015-06-26,-49.3,-27.51,8809.97,STRONG_SELL
2015-06-29,100.0,100.0,8519.24,STRONG_BUY
2015-06-30,100.0,100.0,8533.0,STRONG_BUY
2015-07-01,100.0,100.0,8533.0,STRONG_BUY
2015-07-02,100.0,100.0,8490.88,STRONG_BUY
2015-07-03,100.0,100.0,8549.51,STRONG_BUY
2015-07-06,100.0,100.0,8469.24,STRONG_BUY
2015-07-07,100.0,100.0,8545.8,STRONG_BUY
2015-07-08,100.0,76.91,8540.23,STRONG_BUY
2015-07-09,-35.32,-79.71,8830.05,SELL
2015-07-10,-37.19,-76.77,8843.02,SELL
2015-07-13,-96.66,-100.0,8910.05,STRONG_SELL
2015-07-14,-41.95,-35.68,8896.52,STRONG_SELL
2015-07-15,38.97,20.46,8846.12,BUY
2015-07-16,74.1,60.8,8732.69,STRONG_BUY
2015-07-17,98.19,93.92,8673.23,STRONG_BUY
2015-07-20,100.0,100.0,8625.75,STRONG_BUY
2015-07-21,100.0,86.12,8633.14,STRONG_BUY
2015-07-22,100.0,100.0,8459.35,STRONG_BUY
2015-07-23,100.0,100.0,8090.95,STRONG_BUY
2015-07-24,100.0,100.0,8208.16,STRONG_BUY
2015-07-27,100.0,100.0,8172.62,STRONG_BUY
2015-07-28,100.0,100.0,8040.56,STRONG_BUY
2015-07-29,100.0,100.0,8018.35,STRONG_BUY
2015-07-30,100.0,100.0,7947.59,STRONG_BUY
2015-07-31,100.0,100.0,7971.0,STRONG_BUY
2015-08-03,100.0,100.0,7971.0,STRONG_BUY
2015-08-04,97.64,62.63,8226.75,STRONG_BUY
2015-08-05,100.0,97.89,8153.85,STRONG_BUY
2015-08-06,100.0,100.0,7956.96,STRONG_BUY
2015-08-07,100.0,100.0,7822.9,STRONG_BUY
2015-08-10,100.0,100.0,7851.96,STRONG_BUY
2015-08-11,100.0,100.0,7847.07,STRONG_BUY
2015-08-12,100.0,100.0,7874.79,STRONG_BUY
2015-08-13,100.0,100.0,7800.19,STRONG_BUY
2015-08-14,72.11,64.91,7911.42,STRONG_BUY
2015-08-17,41.33,13.74,7957.55,STRONG_BUY
2015-08-18,7.59,9.56,8049.15,NEUTRAL
2015-08-19,-19.2,-7.49,8071.26,NEUTRAL
2015-08-20,-22.48,-19.32,8092.38,SELL
2015-08-21,59.9,84.71,7974.87,STRONG_BUY
2015-08-24,70.95,72.3,7954.01,STRONG_BUY
2015-08-25,68.83,80.94,7904.33,STRONG_BUY
2015-08-26,100.0,100.0,7827.5,STRONG_BUY
2015-08-27,100.0,100.0,7796.64,STRONG_BUY
2015-08-28,-12.61,40.22,8053.23,NEUTRAL
2015-08-31,42.36,19.84,7948.0,STRONG_BUY
2015-09-01,82.22,72.77,7948.0,STRONG_BUY
2015-09-02,46.39,18.24,7981.29,STRONG_BUY
2015-09-03,76.3,72.66,7946.38,STRONG_BUY
2015-09-04,40.23,42.63,8003.8,STRONG_BUY
2015-09-07,67.31,18.04,8003.28,STRONG_BUY
2015-09-08,56.03,44.18,8014.13,STRONG_BUY
2015-09-09,100.0,100.0,7800.9,STRONG_BUY
2015-09-10,100.0,100.0,7840.48,STRONG_BUY
2015-09-11,99.06,47.88,7907.23,STRONG_BUY
2015-09-14,-12.44,-36.15,7953.27,NEUTRAL
2015-09-15,99.18,89.91,7853.89,STRONG_BUY
2015-09-16,100.0,100.0,7822.29,STRONG_BUY
2015-09-17,100.0,100.0,7760.69,STRONG_BUY
2015-09-18,100.0,100.0,7787.44,STRONG_BUY
2015-09-21,100.0,100.0,7786.02,STRONG_BUY
2015-09-22,0.37,-18.34,7927.1,NEUTRAL
2015-09-23,-94.2,-100.0,8060.11,STRONG_SELL
2015-09-24,-53.06,-50.23,8113.44,STRONG_SELL
2015-09-25,-94.19,-96.37,8148.71,STRONG_SELL
2015-09-28,71.99,83.5,7902.16,STRONG_BUY
2015-09-29,24.3,19.7,7952.05,BUY
2015-09-30,-41.89,6.34,8065.0,STRONG_SELL
2015-10-01,-37.89,-7.99,8065.0,SELL
2015-10-02,-36.67,-23.07,8075.7,SELL
2015-10-05,-8.97,14.36,8077.11,NEUTRAL
2015-10-06,-54.12,-95.9,8184.29,STRONG_SELL
2015-10-07,-62.77,-59.92,8259.43,STRONG_SELL
2015-10-08,-74.86,-80.37,8249.58,STRONG_SELL
2015-10-09,-100.0,-100.0,8559.7,
2015-10-12,-100.0,-100.0,8667.69,
2015-10-13,-100.0,-100.0,8568.38,
2015-10-14,-58.44,-62.62,8632.48,STRONG_SELL
2015-10-15,-35.94,-50.78,8480.9,SELL
2015-10-16,24.13,47.49,8433.43,BUY
2015-10-19,50.09,79.47,8353.89,STRONG_BUY
2015-10-20,65.72,83.15,8276.24,STRONG_BUY
2015-10-21,20.49,54.02,8385.57,BUY
2015-10-22,52.51,82.02,8332.12,STRONG_BUY
2015-10-23,98.84,100.0,8231.27,STRONG_BUY
2015-10-26,93.73,100.0,8209.44,STRONG_BUY
2015-10-27,22.84,23.94,8290.27,BUY
2015-10-28,100.0,100.0,8099.3,STRONG_BUY
2015-10-29,100.0,100.0,7809.41,STRONG_BUY
2015-10-30,100.0,100.0,7935.0,STRONG_BUY
2015-11-02,100.0,100.0,7935.0,STRONG_BUY
2015-11-03,100.0,100.0,7845.37,STRONG_BUY
2015-11-04,100.0,100.0,7897.36,STRONG_BUY
2015-11-05,91.69,78.42,8025.34,STRONG_BUY
2015-11-06,100.0,86.56,7999.34,STRONG_BUY
2015-11-09,100.0,100.0,7937.7,STRONG_BUY
2015-11-10,100.0,100.0,7923.91,STRONG_BUY
2015-11-11,100.0,100.0,7898.41,STRONG_BUY
2015-11-12,100.0,100.0,7891.08,STRONG_BUY
2015-11-13,100.0,100.0,7794.08,STRONG_BUY
2015-11-16,28.42,6.58,7965.67,BUY
2015-11-17,-5.98,-25.31,7961.11,NEUTRAL
2015-11-18,4.21,15.64,7973.87,NEUTRAL
2015-11-19,83.34,80.57,7858.92,STRONG_BUY
2015-11-20,93.87,100.0,7867.18,STRONG_BUY
2015-11-23,45.83,92.69,7886.84,STRONG_BUY
2015-11-24,100.0,100.0,7799.07,STRONG_BUY
2015-11-25,-23.88,16.85,7920.78,SELL
2015-11-26,15.68,23.6,7871.4,NEUTRAL
2015-11-27,-58.06,-26.26,8022.62,STRONG_SELL
2015-11-30,-14.95,-2.66,7946.0,NEUTRAL
2015-12-01,0.97,35.98,7946.0,NEUTRAL
2015-12-02,61.94,100.0,7874.34,STRONG_BUY
2015-12-03,100.0,100.0,7761.31,STRONG_BUY
2015-12-04,-17.7,9.59,7985.73,NEUTRAL
2015-12-07,100.0,81.47,7823.4,STRONG_BUY
2015-12-08,90.41,84.5,7884.09,STRONG_BUY
2015-12-09,66.55,35.18,7857.36,STRONG_BUY
2015-12-10,100.0,100.0,7850.38,STRONG_BUY
2015-12-11,100.0,100.0,7592.37,STRONG_BUY
2015-12-14,100.0,100.0,7626.8,STRONG_BUY
2015-12-15,100.0,100.0,7649.6,STRONG_BUY
2015-12-16,100.0,100.0,7631.47,STRONG_BUY
2015-12-17,100.0,100.0,7543.33,STRONG_BUY
2015-12-18,100.0,100.0,7446.93,STRONG_BUY
2015-12-21,100.0,100.0,7415.54,STRONG_BUY
2015-12-22,100.0,100.0,7378.06,STRONG_BUY
2015-12-23,100.0,100.0,7410.11,STRONG_BUY
2015-12-24,100.0,100.0,7389.04,STRONG_BUY
2015-12-25,79.75,47.92,7409.44,STRONG_BUY
2015-12-28,100.0,100.0,7347.81,STRONG_BUY
2015-12-29,100.0,100.0,7360.4,STRONG_BUY
2015-12-30,29.25,-3.24,7438.64,BUY
2015-12-31,-57.99,-42.16,7563.0,STRONG_SELL
2016-01-01,-43.11,-42.15,7563.0,STRONG_SELL
2016-01-04,5.82,-4.8,7504.99,NEUTRAL
2016-01-05,100.0,100.0,7430.44,STRONG_BUY
2016-01-06,100.0,100.0,7295.04,STRONG_BUY
2016-01-07,100.0,100.0,7263.27,STRONG_BUY
2016-01-08,100.0,100.0,7113.54,STRONG_BUY
2016-01-11,100.0,100.0,7253.15,STRONG_BUY
2016-01-12,88.84,59.47,7204.77,STRONG_BUY
2016-01-13,90.76,80.75,7227.72,STRONG_BUY
2016-01-14,100.0,100.0,7193.69,STRONG_BUY
2016-01-15,100.0,100.0,7092.58,STRONG_BUY
2016-01-18,100.0,100.0,7020.11,STRONG_BUY
2016-01-19,87.26,68.12,7153.94,STRONG_BUY
2016-01-20,3.84,-25.07,7194.56,NEUTRAL
2016-01-21,81.98,90.74,7127.63,STRONG_BUY
2016-01-22,100.0,100.0,6840.54,STRONG_BUY
2016-01-25,100.0,100.0,6835.08,STRONG_BUY
2016-01-26,100.0,100.0,6755.82,STRONG_BUY
2016-01-27,72.34,52.29,6895.85,STRONG_BUY
2016-01-28,23.37,-4.4,6911.81,BUY
2016-01-29,-36.67,-39.61,6987.0,SELL
2016-02-01,-49.53,-15.85,6987.0,STRONG_SELL
2016-02-02,69.6,94.3,6885.63,STRONG_BUY
2016-02-03,100.0,100.0,6823.88,STRONG_BUY
2016-02-04,100.0,100.0,6744.52,STRONG_BUY
2016-02-05,22.54,25.85,6848.34,BUY
2016-02-08,-30.52,-30.38,6945.37,SELL
2016-02-09,-100.0,-100.0,7098.89,
2016-02-10,-23.74,-14.3,7001.65,SELL
2016-02-11,-100.0,-100.0,7144.9,
2016-02-12,-100.0,-100.0,7129.86,
2016-02-15,-45.01,-21.37,7062.34,STRONG_SELL
2016-02-16,-25.95,-22.93,7047.19,SELL
2016-02-17,-100.0,-100.0,7223.21,
2016-02-18,-100.0,-100.0,7290.92,
2016-02-19,-100.0,-100.0,7384.25,
2016-02-22,-100.0,-100.0,7388.51,
2016-02-23,-100.0,-100.0,7471.41,
2016-02-24,-100.0,-100.0,7595.1,
2016-02-25,-100.0,-100.0,7633.9,
2016-02-26,-100.0,-100.0,7732.6,
2016-02-29,-100.0,-100.0,7738.0,
2016-03-01,-100.0,-100.0,7738.0,
2016-03-02,-100.0,-100.0,7745.95,
2016-03-03,-100.0,-81.94,7724.11,
2016-03-04,-86.66,-75.26,7651.42,STRONG_SELL
2016-03-07,-87.26,-70.29,7696.39,STRONG_SELL
2016-03-08,-100.0,-100.0,7716.56,
2016-03-09,-100.0,-100.0,7923.88,
2016-03-10,-100.0,-100.0,7829.72,
2016-03-11,-87.83,-90.06,7914.69,STRONG_SELL
2016-03-14,-83.19,-68.81,7962.65,STRONG_SELL
2016-03-15,-52.91,-83.81,7862.14,STRONG_SELL
2016-03-16,-23.8,-37.36,7896.41,SELL
2016-03-17,-96.95,-100.0,7980.58,STRONG_SELL
2016-03-18,-100.0,-100.0,8011.41,
2016-03-21,-77.55,-85.66,7976.92,STRONG_SELL
2016-03-22,25.52,23.69,7834.75,BUY
2016-03-23,60.98,63.21,7799.12,STRONG_BUY
2016-03-24,58.83,63.97,7676.66,STRONG_BUY
2016-03-25,24.16,37.79,7688.63,BUY
2016-03-28,-81.19,-80.48,7825.42,STRONG_SELL
2016-03-29,-100.0,-100.0,8081.53,
2016-03-30,-89.19,-64.31,7915.07,STRONG_SELL
2016-03-31,-6.22,60.92,7850.0,NEUTRAL
2016-04-01,7.8,30.52,7850.0,NEUTRAL
2016-04-04,-75.04,-56.99,7980.29,STRONG_SELL
2016-04-05,-72.48,-55.76,8027.56,STRONG_SELL
2016-04-06,-84.89,-100.0,8050.34,STRONG_SELL
2016-04-07,-95.48,-100.0,8178.34,STRONG_SELL
2016-04-08,-94.67,-100.0,8200.6,STRONG_SELL
2016-04-11,-100.0,-100.0,8248.03,
2016-04-12,-95.83,-100.0,8364.44,STRONG_SELL
2016-04-13,-100.0,-100.0,8615.56,
2016-04-14,-100.0,-100.0,8480.42,
2016-04-15,-69.45,-66.5,8407.68,STRONG_SELL
2016-04-18,-45.41,-40.96,8368.97,STRONG_SELL
2016-04-19,3.46,11.5,8297.41,NEUTRAL
2016-04-20,-10.77,-40.02,8262.48,NEUTRAL
2016-04-21,87.54,100.0,8089.35,STRONG_BUY
2016-04-22,100.0,100.0,7866.61,STRONG_BUY
2016-04-25,81.13,100.0,7958.68,STRONG_BUY
2016-04-26,94.36,100.0,7946.06,STRONG_BUY
2016-04-27,81.55,38.9,7949.4,STRONG_BUY
2016-04-28,29.33,60.75,8092.38,BUY
2016-04-29,24.16,-4.02,8161.0,BUY
2016-05-02,24.01,-13.67,8161.0,BUY
2016-05-03,65.52,72.64,8125.79,STRONG_BUY
2016-05-04,100.0,85.66,7980.69,STRONG_BUY
2016-05-05,86.63,75.25,7961.43,STRONG_BUY
2016-05-06,100.0,100.0,7845.13,STRONG_BUY
2016-05-09,100.0,100.0,7794.99,STRONG_BUY
2016-05-10,100.0,100.0,7789.37,STRONG_BUY
2016-05-11,100.0,100.0,7783.9,STRONG_BUY
2016-05-12,100.0,100.0,7731.09,STRONG_BUY
2016-05-13,-5.66,-0.82,7941.69,NEUTRAL
2016-05-16,-4.58,-12.23,7911.79,NEUTRAL
2016-05-17,-100.0,-100.0,8127.11,
2016-05-18,-100.0,-100.0,8223.8,
2016-05-19,-100.0,-100.0,8163.2,
2016-05-20,-79.4,-63.2,8250.86,STRONG_SELL
2016-05-23,-50.01,-65.06,8133.4,STRONG_SELL
2016-05-24,-100.0,-100.0,8389.35,
2016-05-25,-100.0,-100.0,8365.45,
2016-05-26,-72.73,-37.08,8271.02,STRONG_SELL
2016-05-27,-100.0,-100.0,8322.87,
2016-05-30,-68.1,-23.68,8233.75,STRONG_SELL
2016-05-31,-64.34,-42.67,8288.0,STRONG_SELL
2016-06-01,-56.95,-78.93,8288.0,STRONG_SELL
2016-06-02,-100.0,-100.0,8340.1,
2016-06-03,-100.0,-100.0,8393.56,
2016-06-06,-92.39,-72.34,8384.08,STRONG_SELL
2016-06-07,31.91,45.22,8196.64,BUY
2016-06-08,2.6,2.57,8259.13,NEUTRAL
2016-06-09,92.37,85.6,8055.2,STRONG_BUY
2016-06-10,100.0,100.0,8075.53,STRONG_BUY
2016-06-13,100.0,100.0,8068.24,STRONG_BUY
2016-06-14,-100.0,-100.0,8315.58,
2016-06-15,-100.0,-100.0,8414.78,
2016-06-16,-82.98,-99.57,8358.54,STRONG_SELL
2016-06-17,-81.49,-72.75,8389.48,STRONG_SELL
2016-06-20,-100.0,-100.0,8489.14,
2016-06-21,-100.0,-100.0,8434.11,
2016-06-22,-100.0,-100.0,8516.4,
2016-06-23,-84.92,-98.17,8452.26,STRONG_SELL
2016-06-24,-100.0,-100.0,8569.93,
2016-06-27,-100.0,-100.0,8756.73,
2016-06-28,-100.0,-100.0,8702.17,
2016-06-29,-100.0,-100.0,8940.86,
2016-06-30,-68.98,-1.2,8638.0,STRONG_SELL
2016-07-01,-51.37,-54.32,8638.0,STRONG_SELL
2016-07-04,-38.17,-3.01,8696.97,SELL
2016-07-05,-100.0,-100.0,8852.0,
2016-07-06,-61.27,-54.18,8760.97,STRONG_SELL
2016-07-07,-93.51,-98.16,8871.36,STRONG_SELL
2016-07-08,-72.53,-96.35,8854.13,STRONG_SELL
2016-07-11,-91.56,-83.94,8987.95,STRONG_SELL
2016-07-12,-100.0,-100.0,9117.96,
2016-07-13,-82.44,-81.05,9139.81,STRONG_SELL
2016-07-14,-100.0,-100.0,9415.61,
2016-07-15,-100.0,-100.0,9349.27,
2016-07-18,-98.13,-100.0,9323.04,STRONG_SELL
2016-07-19,-100.0,-100.0,9564.87,
2016-07-20,-100.0,-100.0,9385.75,
2016-07-21,-12.75,-24.98,9126.91,NEUTRAL
2016-07-22,12.68,4.36,9059.14,NEUTRAL
2016-07-25,57.78,90.71,8945.4,STRONG_BUY
2016-07-26,17.55,74.42,9047.61,NEUTRAL
2016-07-27,-63.79,-15.88,9183.53,STRONG_SELL
2016-07-28,79.93,97.98,8910.48,STRONG_BUY
2016-07-29,100.0,100.0,8786.0,STRONG_BUY
2016-08-01,100.0,100.0,8786.0,STRONG_BUY
2016-08-02,95.49,46.78,8881.42,STRONG_BUY
2016-08-03,78.92,78.54,8879.96,STRONG_BUY
2016-08-04,53.06,38.69,8904.68,STRONG_BUY
2016-08-05,88.65,71.43,8756.67,STRONG_BUY
2016-08-08,90.61,85.29,8813.6,STRONG_BUY
2016-08-09,-0.85,-22.49,8946.36,NEUTRAL
2016-08-10,-35.95,-73.99,9032.03,SELL
2016-08-11,-52.1,-64.19,9070.27,STRONG_SELL
2016-08-12,-19.24,-16.14,9009.96,NEUTRAL
2016-08-15,-37.59,-2.18,9059.74,SELL
2016-08-16,14.12,5.11,8993.1,NEUTRAL
2016-08-17,4.5,-10.09,8940.75,NEUTRAL
2016-08-18,54.2,46.28,8855.87,STRONG_BUY
2016-08-19,95.06,76.3,8784.09,STRONG_BUY
2016-08-22,99.95,90.41,8758.16,STRONG_BUY
2016-08-23,-1.39,37.06,8932.65,NEUTRAL
2016-08-24,-15.51,-72.15,8992.65,NEUTRAL
2016-08-25,-100.0,-100.0,9072.79,
2016-08-26,1.56,9.51,8891.71,NEUTRAL
2016-08-29,33.91,67.68,8846.72,BUY
2016-08-30,100.0,100.0,8468.79,STRONG_BUY
2016-08-31,100.0,100.0,8611.0,STRONG_BUY
2016-09-01,100.0,100.0,8611.0,STRONG_BUY
2016-09-02,81.11,100.0,8604.58,STRONG_BUY
2016-09-05,100.0,100.0,8522.67,STRONG_BUY
2016-09-06,100.0,98.33,8568.97,STRONG_BUY
2016-09-07,48.13,22.77,8728.65,STRONG_BUY
2016-09-08,0.16,-28.35,8759.51,NEUTRAL
2016-09-09,7.88,33.04,8774.66,NEUTRAL
2016-09-12,47.5,58.93,8767.34,STRONG_BUY
2016-09-13,35.02,61.67,8735.89,BUY
2016-09-14,40.16,33.93,8794.13,STRONG_BUY
2016-09-15,-67.73,-88.25,8938.4,STRONG_SELL
2016-09-16,-31.71,-20.81,8885.16,SELL
2016-09-19,1.99,27.37,8800.41,NEUTRAL
2016-09-20,-92.33,-100.0,8933.51,STRONG_SELL
2016-09-21,-74.52,-100.0,8895.82,STRONG_SELL
2016-09-22,46.8,67.78,8723.51,STRONG_BUY
2016-09-23,83.59,55.15,8658.34,STRONG_BUY
2016-09-26,39.57,44.91,8690.19,BUY
2016-09-27,52.21,46.46,8605.32,STRONG_BUY
2016-09-28,100.0,100.0,8557.73,STRONG_BUY
2016-09-29,100.0,100.0,8594.59,STRONG_BUY
2016-09-30,59.81,57.41,8625.0,STRONG_BUY
2016-10-03,48.66,50.97,8625.0,STRONG_BUY
2016-10-04,91.68,51.58,8551.72,STRONG_BUY
2016-10-05,100.0,100.0,8401.5,STRONG_BUY
2016-10-06,100.0,100.0,8322.48,STRONG_BUY
2016-10-07,100.0,100.0,8403.69,STRONG_BUY
2016-10-10,100.0,78.51,8431.99,STRONG_BUY
2016-10-11,66.42,34.68,8564.75,STRONG_BUY
2016-10-12,-70.65,-100.0,8876.86,STRONG_SELL
2016-10-13,58.13,22.04,8566.35,STRONG_BUY
2016-10-14,100.0,100.0,8413.09,STRONG_BUY
2016-10-17,83.67,49.68,8507.51,STRONG_BUY
2016-10-18,100.0,68.46,8400.69,STRONG_BUY
2016-10-19,100.0,100.0,8334.46,STRONG_BUY
2016-10-20,100.0,82.69,8278.83,STRONG_BUY
2016-10-21,100.0,100.0,8321.49,STRONG_BUY
2016-10-24,100.0,100.0,8273.04,STRONG_BUY
2016-10-25,28.79,39.12,8311.72,BUY
2016-10-26,43.06,21.9,8326.77,STRONG_BUY
2016-10-27,-4.37,1.61,8384.34,NEUTRAL
2016-10-28,80.74,100.0,8264.31,STRONG_BUY
2016-10-31,89.04,96.6,8224.0,STRONG_BUY
2016-11-01,100.0,100.0,8224.0,STRONG_BUY
2016-11-02,3.63,-22.64,8291.17,NEUTRAL
2016-11-03,10.09,45.26,8281.12,NEUTRAL
2016-11-04,14.31,-1.02,8272.46,NEUTRAL
2016-11-07,100.0,96.35,8187.7,STRONG_BUY
2016-11-08,100.0,100.0,8058.21,STRONG_BUY
2016-11-09,100.0,100.0,7813.01,STRONG_BUY
2016-11-10,100.0,94.89,7909.13,STRONG_BUY
2016-11-11,100.0,100.0,7817.11,STRONG_BUY
2016-11-14,100.0,100.0,7574.87,STRONG_BUY
2016-11-15,100.0,100.0,7581.78,STRONG_BUY
2016-11-16,100.0,100.0,7628.81,STRONG_BUY
2016-11-17,33.36,18.92,7927.78,BUY
2016-11-18,14.59,4.34,8012.47,NEUTRAL
2016-11-21,3.81,-17.15,8048.24,NEUTRAL
2016-11-22,-0.03,-38.16,8052.28,NEUTRAL
2016-11-23,-68.36,-90.72,8177.49,STRONG_SELL
2016-11-24,-87.35,-100.0,8223.2,STRONG_SELL
2016-11-25,-70.75,-58.22,8112.68,STRONG_SELL
2016-11-28,-61.3,-10.32,8200.59,STRONG_SELL
2016-11-29,-43.11,-33.59,8067.83,STRONG_SELL
2016-11-30,-100.0,-80.23,8185.0,
2016-12-01,-80.84,-99.93,8185.0,STRONG_SELL
2016-12-02,-100.0,-100.0,8295.19,
2016-12-05,-100.0,-100.0,8317.88,
2016-12-06,-100.0,-100.0,8324.38,
2016-12-07,-48.27,-34.18,8312.34,STRONG_SELL
2016-12-08,-82.52,-100.0,8350.07,STRONG_SELL
2016-12-09,-44.13,-22.93,8342.52,STRONG_SELL
2016-12-12,-49.96,-65.4,8310.19,STRONG_SELL
2016-12-13,-91.51,-79.89,8422.02,STRONG_SELL
2016-12-14,-70.71,-52.82,8408.48,STRONG_SELL
2016-12-15,39.0,61.08,8277.27,BUY
2016-12-16,-100.0,-95.63,8521.95,
2016-12-19,-100.0,-99.14,8645.27,
2016-12-20,-100.0,-100.0,8636.67,
2016-12-21,-100.0,-100.0,8714.27,
2016-12-22,-97.08,-63.56,8712.33,STRONG_SELL
2016-12-23,-90.97,-100.0,8710.83,STRONG_SELL
