entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
3722,3727,2025-04-16 13:10:00,2025-04-16 13:35:00,LONG,23243.85,23192.84,-0.00319,0,OOS
3727,3732,2025-04-16 13:35:00,2025-04-16 14:00:00,LONG,23192.84,23141.94,-0.00319,0,OOS
3732,3737,2025-04-16 14:00:00,2025-04-16 14:25:00,LONG,23141.94,23091.15,-0.00319,0,OOS
3737,3742,2025-04-16 14:25:00,2025-04-16 14:50:00,LONG,23091.15,23040.47,-0.00319,0,OOS
3742,3747,2025-04-16 14:50:00,2025-04-16 15:15:00,LONG,23040.47,22989.91,-0.00319,0,OOS
3747,3752,2025-04-16 15:15:00,2025-04-17 09:25:00,LONG,22989.91,22824.42,-0.0082,0,OOS
3992,3997,2025-04-22 10:40:00,2025-04-22 11:05:00,LONG,23302.45,23285.95,-0.00171,0,OOS
3997,4002,2025-04-22 11:05:00,2025-04-22 11:30:00,LONG,23285.95,23274.95,-0.00147,0,OOS
4002,4007,2025-04-22 11:30:00,2025-04-22 11:55:00,LONG,23274.95,23271.45,-0.00115,0,OOS
4018,4023,2025-04-22 12:50:00,2025-04-22 13:15:00,LONG,23262.31,23234.73,-0.00219,0,OOS
4023,4028,2025-04-22 13:15:00,2025-04-22 13:40:00,LONG,23234.73,23246.12,-0.00051,0,OOS
4031,4036,2025-04-22 13:55:00,2025-04-22 14:20:00,LONG,23192.28,23189.54,-0.00112,0,OOS
4036,4041,2025-04-22 14:20:00,2025-04-22 14:45:00,LONG,23189.54,23160.28,-0.00226,0,OOS
4041,4046,2025-04-22 14:45:00,2025-04-22 15:10:00,LONG,23160.28,23180.68,-0.00012,0,OOS
4091,4096,2025-04-23 12:40:00,2025-04-23 13:05:00,LONG,23341.94,23340.16,-0.00108,0,OOS
4102,4107,2025-04-23 13:35:00,2025-04-23 14:00:00,LONG,23329.29,23325.06,-0.00118,0,OOS
4112,4117,2025-04-23 14:25:00,2025-04-23 14:50:00,LONG,23315.62,23324.62,-0.00061,0,OOS
