entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
4291,4296,2025-04-28 10:35:00,2025-04-28 11:00:00,SHORT,23774.35,23768.95,-0.00077,0,OOS
4314,4319,2025-04-28 12:30:00,2025-04-28 12:55:00,SHORT,23823.82,23867.7,-0.00284,0,OOS
4319,4324,2025-04-28 12:55:00,2025-04-28 13:20:00,SHORT,23867.7,23903.89,-0.00252,0,OOS
4330,4335,2025-04-28 13:50:00,2025-04-28 14:15:00,SHORT,23957.13,24001.16,-0.00284,0,OOS
4337,4342,2025-04-28 14:25:00,2025-04-28 14:50:00,SHORT,24020.05,24043.78,-0.00199,0,OOS
4346,4351,2025-04-28 15:10:00,2025-04-29 09:20:00,SHORT,24080.85,24288.75,-0.00963,0,OOS
4351,4356,2025-04-29 09:20:00,2025-04-29 09:45:00,SHORT,24288.75,24229.48,0.00144,1,OOS
4367,4372,2025-04-29 10:40:00,2025-04-29 11:05:00,SHORT,24379.65,24467.04,-0.00458,0,OOS
4400,4405,2025-04-29 13:25:00,2025-04-29 13:50:00,SHORT,24703.72,24811.42,-0.00536,0,OOS
4416,4421,2025-04-29 14:45:00,2025-04-29 15:10:00,SHORT,25030.2,25108.9,-0.00414,0,OOS
4421,4426,2025-04-29 15:10:00,2025-04-30 09:20:00,SHORT,25108.9,25087.81,-0.00016,0,OOS
