entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
1218,1221,2025-02-21 09:15:00,2025-02-21 12:15:00,LONG,22958.35,22845.54,-0.00591,0,OOS
1221,1224,2025-02-21 12:15:00,2025-02-24 09:15:00,LONG,22845.54,22659.29,-0.00915,0,OOS
1224,1227,2025-02-24 09:15:00,2025-02-24 12:15:00,LONG,22659.29,22672.15,-0.00043,0,OOS
1297,1300,2025-03-12 10:15:00,2025-03-12 13:15:00,LONG,24036.97,23879.47,-0.00755,0,OOS
1300,1303,2025-03-12 13:15:00,2025-03-13 10:15:00,LONG,23879.47,23739.03,-0.00688,0,OOS
1303,1306,2025-03-13 10:15:00,2025-03-13 13:15:00,LONG,23739.03,23609.93,-0.00644,0,OOS
1306,1309,2025-03-13 13:15:00,2025-03-14 10:15:00,LONG,23609.93,23919.75,0.01212,1,OOS
1323,1326,2025-03-18 12:15:00,2025-03-19 09:15:00,LONG,23396.93,23313.77,-0.00455,0,OOS
1363,1366,2025-03-27 10:15:00,2025-03-27 13:15:00,LONG,23766.19,23211.2,-0.02435,0,OOS
1366,1369,2025-03-27 13:15:00,2025-03-28 10:15:00,LONG,23211.2,23463.04,0.00985,1,OOS
1401,1404,2025-04-04 12:15:00,2025-04-07 09:15:00,LONG,23845.45,23832.18,-0.00156,0,OOS
1435,1438,2025-04-14 10:15:00,2025-04-14 13:15:00,LONG,23711.79,23822.1,0.00365,1,OOS
1444,1447,2025-04-15 13:15:00,2025-04-16 10:15:00,LONG,23652.71,23479.95,-0.0083,0,OOS
1447,1450,2025-04-16 10:15:00,2025-04-16 13:15:00,LONG,23479.95,23096.22,-0.01734,0,OOS
1450,1453,2025-04-16 13:15:00,2025-04-17 10:15:00,LONG,23096.22,22892.86,-0.00981,0,OOS
