entry_bar,exit_bar,entry_dt,exit_dt,direction,entry_price,exit_price,net_ret,win,sample
1673,1676,2025-03-10 11:10:00,2025-03-10 11:25:00,LONG,24109.23,24138.59,0.00022,1,IS
1693,1696,2025-03-10 12:50:00,2025-03-10 13:05:00,LONG,24107.74,24133.94,9e-05,1,IS
1705,1708,2025-03-10 13:50:00,2025-03-10 14:05:00,LONG,24100.89,24127.31,0.0001,1,IS
1798,1801,2025-03-11 15:20:00,2025-03-12 09:20:00,LONG,24205.43,24165.42,-0.00265,0,IS
1801,1804,2025-03-12 09:20:00,2025-03-12 09:35:00,LONG,24165.42,24149.27,-0.00167,0,IS
1804,1807,2025-03-12 09:35:00,2025-03-12 09:50:00,LONG,24149.27,24150.46,-0.00095,0,IS
1817,1820,2025-03-12 10:40:00,2025-03-12 10:55:00,LONG,24098.05,24088.8,-0.00138,0,IS
1821,1824,2025-03-12 11:00:00,2025-03-12 11:15:00,LONG,24080.27,24060.66,-0.00181,0,IS
1845,1848,2025-03-12 13:00:00,2025-03-12 13:15:00,LONG,23995.44,23988.35,-0.0013,0,IS
1849,1852,2025-03-12 13:20:00,2025-03-12 13:35:00,LONG,23980.85,23966.97,-0.00158,0,IS
1852,1855,2025-03-12 13:35:00,2025-03-12 13:50:00,LONG,23966.97,23952.98,-0.00158,0,IS
1855,1858,2025-03-12 13:50:00,2025-03-12 14:05:00,LONG,23952.98,23947.51,-0.00123,0,IS
1873,1876,2025-03-12 15:20:00,2025-03-13 09:20:00,LONG,23881.97,23818.56,-0.00366,0,IS
1876,1879,2025-03-13 09:20:00,2025-03-13 09:35:00,LONG,23818.56,23808.17,-0.00144,0,IS
2012,2015,2025-03-14 14:25:00,2025-03-14 14:40:00,LONG,23967.44,23976.61,-0.00062,0,IS
2025,2028,2025-03-17 09:15:00,2025-03-17 09:30:00,LONG,23826.21,23842.75,-0.00031,0,IS
2100,2103,2025-03-18 09:15:00,2025-03-18 09:30:00,LONG,23996.01,23966.99,-0.00221,0,IS
2103,2106,2025-03-18 09:30:00,2025-03-18 09:45:00,LONG,23966.99,23934.85,-0.00234,0,IS
2122,2125,2025-03-18 11:05:00,2025-03-18 11:20:00,LONG,23787.28,23754.46,-0.00238,0,IS
2125,2128,2025-03-18 11:20:00,2025-03-18 11:35:00,LONG,23754.46,23706.77,-0.00301,0,IS
2128,2131,2025-03-18 11:35:00,2025-03-18 11:50:00,LONG,23706.77,23657.62,-0.00307,0,IS
2131,2134,2025-03-18 11:50:00,2025-03-18 12:05:00,LONG,23657.62,23625.2,-0.00237,0,IS
2157,2160,2025-03-18 14:00:00,2025-03-18 14:15:00,LONG,23346.47,23333.16,-0.00157,0,IS
2172,2175,2025-03-18 15:15:00,2025-03-19 09:15:00,LONG,23206.34,23167.67,-0.00267,0,IS
2175,2178,2025-03-19 09:15:00,2025-03-19 09:30:00,LONG,23167.67,23188.9,-8e-05,0,IS
2295,2298,2025-03-20 13:00:00,2025-03-20 13:15:00,LONG,23996.29,23997.47,-0.00095,0,IS
2304,2307,2025-03-20 13:45:00,2025-03-20 14:00:00,LONG,23985.16,23983.73,-0.00106,0,IS
2310,2313,2025-03-20 14:15:00,2025-03-20 14:30:00,LONG,23974.6,23973.81,-0.00103,0,IS
2325,2328,2025-03-21 09:15:00,2025-03-21 09:30:00,LONG,23872.56,23847.07,-0.00207,0,IS
2328,2331,2025-03-21 09:30:00,2025-03-21 09:45:00,LONG,23847.07,23847.12,-0.001,0,IS
2401,2404,2025-03-24 09:20:00,2025-03-24 09:35:00,LONG,24355.9,24334.25,-0.00189,0,IS
2432,2435,2025-03-24 11:55:00,2025-03-24 12:10:00,LONG,24149.48,24130.9,-0.00177,0,IS
2453,2456,2025-03-24 13:40:00,2025-03-24 13:55:00,LONG,24017.4,23988.88,-0.00219,0,IS
2456,2459,2025-03-24 13:55:00,2025-03-24 14:10:00,LONG,23988.88,23979.99,-0.00137,0,IS
2629,2632,2025-03-27 09:35:00,2025-03-27 09:50:00,LONG,24067.59,24022.13,-0.00289,0,IS
2632,2635,2025-03-27 09:50:00,2025-03-27 10:05:00,LONG,24022.13,23976.77,-0.00289,0,IS
2635,2638,2025-03-27 10:05:00,2025-03-27 10:20:00,LONG,23976.77,23931.49,-0.00289,0,IS
2638,2641,2025-03-27 10:20:00,2025-03-27 10:35:00,LONG,23931.49,23886.29,-0.00289,0,IS
2775,2778,2025-03-31 09:15:00,2025-03-31 09:30:00,LONG,23569.59,23628.94,0.00152,1,IS
2876,2879,2025-04-01 11:25:00,2025-04-01 11:40:00,LONG,23850.68,23787.56,-0.00365,0,IS
2879,2882,2025-04-01 11:40:00,2025-04-01 11:55:00,LONG,23787.56,23754.83,-0.00238,0,IS
2882,2885,2025-04-01 11:55:00,2025-04-01 12:10:00,LONG,23754.83,23781.03,0.0001,1,IS
3000,3003,2025-04-03 09:15:00,2025-04-03 09:30:00,LONG,24066.73,24108.09,0.00072,1,OOS
3099,3102,2025-04-04 11:15:00,2025-04-04 11:30:00,LONG,23960.93,23940.03,-0.00187,0,OOS
3102,3105,2025-04-04 11:30:00,2025-04-04 11:45:00,LONG,23940.03,23923.24,-0.0017,0,OOS
3105,3108,2025-04-04 11:45:00,2025-04-04 12:00:00,LONG,23923.24,23932.5,-0.00061,0,OOS
3124,3127,2025-04-04 13:20:00,2025-04-04 13:35:00,LONG,23883.06,23843.6,-0.00265,0,OOS
3127,3130,2025-04-04 13:35:00,2025-04-04 13:50:00,LONG,23843.6,23828.93,-0.00162,0,OOS
3130,3133,2025-04-04 13:50:00,2025-04-04 14:05:00,LONG,23828.93,23821.71,-0.0013,0,OOS
3145,3148,2025-04-04 15:05:00,2025-04-04 15:20:00,LONG,23771.35,23757.59,-0.00158,0,OOS
3185,3188,2025-04-07 12:10:00,2025-04-07 12:25:00,LONG,23819.43,23826.47,-0.0007,0,OOS
3199,3202,2025-04-07 13:20:00,2025-04-07 13:35:00,LONG,23800.64,23788.74,-0.0015,0,OOS
3202,3205,2025-04-07 13:35:00,2025-04-07 13:50:00,LONG,23788.74,23766.81,-0.00192,0,OOS
3205,3208,2025-04-07 13:50:00,2025-04-07 14:05:00,LONG,23766.81,23775.65,-0.00063,0,OOS
3225,3228,2025-04-08 09:15:00,2025-04-08 09:30:00,LONG,23713.61,23715.24,-0.00093,0,OOS
3325,3328,2025-04-09 11:20:00,2025-04-09 11:35:00,LONG,24009.98,24004.07,-0.00125,0,OOS
3375,3378,2025-04-10 09:15:00,2025-04-10 09:30:00,LONG,23971.94,23975.64,-0.00085,0,OOS
3407,3410,2025-04-10 11:55:00,2025-04-10 12:10:00,LONG,23967.46,23964.89,-0.00111,0,OOS
3418,3421,2025-04-10 12:50:00,2025-04-10 13:05:00,LONG,23942.72,23940.58,-0.00109,0,OOS
3450,3453,2025-04-11 09:15:00,2025-04-11 09:30:00,LONG,23803.44,23800.86,-0.00111,0,OOS
3525,3528,2025-04-14 09:15:00,2025-04-14 09:30:00,LONG,23780.66,23793.3,-0.00047,0,OOS
3531,3534,2025-04-14 09:45:00,2025-04-14 10:00:00,LONG,23656.87,23541.46,-0.00588,0,OOS
3534,3537,2025-04-14 10:00:00,2025-04-14 10:15:00,LONG,23541.46,23459.19,-0.00449,0,OOS
3537,3540,2025-04-14 10:15:00,2025-04-14 10:30:00,LONG,23459.19,23543.72,0.0026,1,OOS
3600,3603,2025-04-15 09:15:00,2025-04-15 09:30:00,LONG,23944.19,23950.76,-0.00073,0,OOS
3636,3639,2025-04-15 12:15:00,2025-04-15 12:30:00,LONG,23830.56,23810.56,-0.00184,0,OOS
3639,3642,2025-04-15 12:30:00,2025-04-15 12:45:00,LONG,23810.56,23802.1,-0.00136,0,OOS
3642,3645,2025-04-15 12:45:00,2025-04-15 13:00:00,LONG,23802.1,23799.61,-0.0011,0,OOS
3647,3650,2025-04-15 13:10:00,2025-04-15 13:25:00,LONG,23779.44,23779.31,-0.00101,0,OOS
3652,3655,2025-04-15 13:35:00,2025-04-15 13:50:00,LONG,23754.24,23742.08,-0.00151,0,OOS
3656,3659,2025-04-15 13:55:00,2025-04-15 14:10:00,LONG,23739.23,23715.4,-0.002,0,OOS
3750,3753,2025-04-17 09:15:00,2025-04-17 09:30:00,LONG,22811.94,22842.02,0.00032,1,OOS
3900,3903,2025-04-21 09:15:00,2025-04-21 09:30:00,LONG,23331.47,23310.57,-0.0019,0,OOS
3962,3965,2025-04-21 14:25:00,2025-04-21 14:40:00,LONG,23266.39,23269.82,-0.00085,0,OOS
3992,3995,2025-04-22 10:40:00,2025-04-22 10:55:00,LONG,23302.45,23292.07,-0.00145,0,OOS
3995,3998,2025-04-22 10:55:00,2025-04-22 11:10:00,LONG,23292.07,23311.42,-0.00017,0,OOS
4018,4021,2025-04-22 12:50:00,2025-04-22 13:05:00,LONG,23262.31,23230.09,-0.00239,0,OOS
4031,4034,2025-04-22 13:55:00,2025-04-22 14:10:00,LONG,23192.28,23205.22,-0.00044,0,OOS
4041,4044,2025-04-22 14:45:00,2025-04-22 15:00:00,LONG,23160.28,23167.93,-0.00067,0,OOS
4092,4095,2025-04-23 12:45:00,2025-04-23 13:00:00,LONG,23335.95,23339.81,-0.00083,0,OOS
4102,4105,2025-04-23 13:35:00,2025-04-23 13:50:00,LONG,23329.29,23321.87,-0.00132,0,OOS
4105,4108,2025-04-23 13:50:00,2025-04-23 14:05:00,LONG,23321.87,23325.56,-0.00084,0,OOS
4112,4115,2025-04-23 14:25:00,2025-04-23 14:40:00,LONG,23315.62,23316.76,-0.00095,0,OOS
4125,4128,2025-04-24 09:15:00,2025-04-24 09:30:00,LONG,23278.43,23327.43,0.00111,1,OOS
