date,composite_li,nifty_close
2024-10-11,1.7113974373253644,23184.74
2024-10-14,1.8191637831079277,23023.91
2024-10-15,1.9188062119719465,22609.81
2024-10-16,1.8672258152217318,22604.74
2024-10-17,1.860029916296149,22439.67
2024-10-18,1.6657417319522538,22703.85
2024-10-21,1.541517884738172,22793.12
2024-10-22,1.1660265711988986,23130.73
2024-10-23,1.3251792055165863,22963.86
2024-10-24,1.092668806329559,23108.32
2024-10-25,0.8491283866559964,23236.88
2024-10-28,1.2856921331187774,22794.04
2024-10-29,1.0622071743834738,22932.58
2024-10-30,0.7228718076740606,23137.73
2024-10-31,-0.33239166877389015,23644.0
2024-11-01,-0.2802203307711155,23644.0
2024-11-04,0.08969620922025047,23398.37
2024-11-05,0.5691892477745997,23141.78
2024-11-06,0.6984196708070642,23004.38
2024-11-07,0.52889006623408,23111.54
2024-11-08,0.9028069220615113,22875.59
2024-11-11,0.6534534918433839,23024.48
2024-11-12,0.3119437966249325,23191.29
2024-11-13,1.0486979073707399,22783.9
2024-11-14,0.7691260774747214,23021.74
2024-11-15,-0.5939753207073786,23631.0
2024-11-18,0.10642447394001116,23267.45
2024-11-19,-0.026166504859696352,23369.82
2024-11-20,-1.0741906421988805,23963.02
2024-11-21,-0.8604942061622445,23949.73
2024-11-22,-0.14593043897472815,23544.24
2024-11-25,0.016157985513397713,23512.38
2024-11-26,0.0031678119304806153,23540.48
2024-11-27,-0.5902944146032681,23864.17
2024-11-28,-0.44735951884326114,23804.31
2024-11-29,-0.06602482433820402,23645.0
2024-12-02,-0.06482743220352281,23645.0
2024-12-03,-1.0279296597072254,24199.35
2024-12-04,-1.5325979223738984,25034.73
2024-12-05,-1.6340429339816938,25486.36
2024-12-06,-1.402269756342867,25149.65
2024-12-09,-1.1199798750031862,24872.02
2024-12-10,-1.3344632998248416,25216.21
2024-12-11,-1.1775713928245992,25136.47
2024-12-12,-0.6668971538326509,24766.7
2024-12-13,-0.08458248790787194,24484.56
2024-12-16,-0.09732219014102061,24538.99
2024-12-17,0.09167982032976266,24494.2
2024-12-18,0.24937152976341365,24475.55
2024-12-19,0.9409950226962729,24008.33
2024-12-20,1.2193264831464792,23800.35
2024-12-23,1.5561998780253452,23244.81
2024-12-24,1.648801079020209,22803.09
2024-12-25,1.5262414241570104,23001.08
2024-12-26,1.4319524830871475,23062.9
2024-12-27,1.349588608428536,23119.23
2024-12-30,1.545851034585723,22710.45
2024-12-31,1.176650767067,23163.0
2025-01-01,1.0920441543662964,23163.0
2025-01-02,1.0542820625690401,23104.51
2025-01-03,1.000556183180112,23075.24
2025-01-06,0.5844315110699226,23342.3
2025-01-07,0.4525226231668804,23332.3
2025-01-08,0.41812318596252257,23249.97
2025-01-09,1.0200245580805294,22809.02
2025-01-10,0.9460049746765349,22836.64
2025-01-13,0.15297441930196237,23313.31
2025-01-14,0.20320841772224085,23383.7
2025-01-15,-0.16622931006783398,23532.82
2025-01-16,0.15711131365588688,23341.01
2025-01-17,0.9486168052404733,22889.31
2025-01-20,0.8187497401342682,23004.04
2025-01-21,1.2658352035683031,22692.32
2025-01-22,1.498706280521193,22348.26
2025-01-23,1.2432425801357099,22490.8
2025-01-24,0.3561799529942963,23047.65
2025-01-27,0.8590976745536917,22731.79
2025-01-28,0.9499758847447731,22685.03
2025-01-29,1.0105541106233886,22620.66
2025-01-30,1.0567854761662918,22557.26
2025-01-31,1.394100422003618,22124.0
2025-02-03,1.356893606597156,22124.0
2025-02-04,1.2799890951855655,22047.78
2025-02-05,1.15425031943341,22086.42
2025-02-06,1.112464366663593,22091.58
2025-02-07,0.8634333691687482,22304.41
2025-02-10,-0.6610989597938934,23250.88
2025-02-11,-1.4115087725406308,24022.29
2025-02-12,-1.159980816468245,23729.6
2025-02-13,-0.6311338249072235,23324.46
2025-02-14,-0.27928502700780594,23098.8
2025-02-17,-0.10301680860927002,23000.45
2025-02-18,-0.08780620233426091,22985.5
2025-02-19,-0.21210202401126504,23098.58
2025-02-20,-0.05455843845758271,23007.27
2025-02-21,0.3269862647198151,22774.94
2025-02-24,0.6762391743608661,22655.8
2025-02-25,0.6940575145476752,22686.29
2025-02-26,-0.1477263189132396,23222.04
2025-02-27,-0.18840581699562353,23267.27
2025-02-28,-0.5198701235339589,23519.0
2025-03-03,-0.48562467632693357,23519.0
2025-03-04,-0.5576149639176977,23534.49
2025-03-05,-0.25858561823912135,23417.78
2025-03-06,-1.439404023219504,24305.61
2025-03-07,-1.164555003895668,24032.5
2025-03-10,-1.1031433796843324,24153.12
2025-03-11,-1.1232911509604608,24204.69
2025-03-12,-0.5646295962566321,23877.2
2025-03-13,0.008972191037117903,23567.05
2025-03-14,-0.6524436289753444,24010.82
2025-03-17,-0.7150436326869997,24084.82
2025-03-18,0.9220681813998851,23180.21
2025-03-19,-0.12397459309478599,23924.29
2025-03-20,-0.07874251574530473,23968.3
2025-03-21,-0.898522687948792,24494.6
2025-03-24,0.19673209792082055,23909.55
2025-03-25,-0.25002209595729713,24202.8
2025-03-26,-0.11420821868848226,24103.72
2025-03-27,1.3698405766692066,23029.1
2025-03-28,0.7352963375717761,23670.87
2025-03-31,0.1828895152110025,24039.0
2025-04-01,0.03435062750296958,24039.0
2025-04-02,-0.1847413221842547,24224.95
2025-04-03,-0.0033019571419754925,24114.63
2025-04-04,0.640650390055414,23754.21
2025-04-07,0.5022357726098418,23798.48
2025-04-08,0.25134208252125373,23972.46
2025-04-09,0.03864237007699543,24059.1
2025-04-10,0.07755852887386257,23944.13
2025-04-11,0.24883045682552735,23905.53
2025-04-14,-0.011056604895471842,24034.67
2025-04-15,0.72131211556297,23638.78
2025-04-16,1.4804058221455265,22969.71
2025-04-17,1.3184083954679249,23152.84
2025-04-18,0.9258999174286442,23396.78
2025-04-21,0.9915187279711662,23310.32
2025-04-22,1.1205472714737166,23170.33
2025-04-23,0.8659896674403907,23327.55
2025-04-24,0.0844834682501536,23790.98
2025-04-25,0.35269479919020824,23616.13
2025-04-28,-0.5190739298603754,24088.72
2025-04-29,-1.6723996217739088,25179.82
2025-04-30,-1.3546049602467651,24750.0
