Date,Open,High,Low,Close,Volume
2015-04-14,7949.02,8009.48,7949.02,8009.48,491891758
2015-04-15,8025.66,8052.58,7980.01,8006.93,432312571
2015-04-16,8018.99,8114.88,7964.12,8060.01,462488012
2015-04-17,8035.1,8368.94,7841.52,8175.37,739487963
2015-04-20,8273.92,8273.92,8193.5,8193.5,780604201
2015-04-21,8207.04,8257.6,8165.45,8216.01,259212859
2015-04-22,8225.2,8428.24,8225.2,8428.24,606771800
2015-04-23,8437.73,8552.9,8346.57,8461.75,464985690
2015-04-24,8495.37,8504.41,8422.28,8431.32,448770697
2015-04-27,8414.29,8605.05,8180.33,8371.09,519455050
2015-04-28,8360.61,8532.46,8198.76,8370.6,270109974
2015-04-29,8376.07,8529.65,8290.05,8443.63,913568188
2015-04-30,8435.06,8519.84,8349.22,8434.0,805731735
2015-05-01,8455.05,8564.27,8324.78,8434.0,559875392
2015-05-04,8449.86,8509.25,8360.8,8420.19,648560853
2015-05-05,8450.05,8566.53,8165.7,8282.18,632445708
2015-05-06,8257.44,8311.9,8249.05,8303.52,515922779
2015-05-07,8331.35,8396.11,8186.05,8250.82,413691397
2015-05-08,8277.36,8308.19,8086.53,8117.37,1463164948
2015-05-11,8062.71,8113.13,8061.91,8112.33,288390764
2015-05-12,8094.32,8418.89,7643.03,7967.6,1374015434
2015-05-13,7943.75,8044.65,7849.33,7950.23,224709014
2015-05-14,7908.8,8004.02,7847.75,7942.97,232342072
2015-05-15,7920.78,8417.13,7504.2,8000.55,744310428
2015-05-18,7922.02,8133.01,7922.02,8133.01,801153474
2015-05-19,8147.43,8266.07,7887.97,8006.62,1316128807
2015-05-20,7986.35,8213.01,7913.99,8140.65,904454880
2015-05-21,8192.12,8255.52,8127.22,8190.62,509861574
2015-05-22,8170.59,8420.5,8170.59,8420.5,1389885711
2015-05-25,8428.9,8428.9,8321.6,8321.6,646793411
2015-05-26,8290.82,8379.33,8253.43,8341.94,324109267
2015-05-27,8355.64,8597.51,8355.64,8597.51,1594689912
2015-05-28,8592.91,8798.06,8339.77,8544.93,796541089
2015-05-29,8514.83,8575.93,8307.91,8369.0,532352400
2015-06-01,8415.95,8415.95,8369.0,8369.0,147508497
2015-06-02,8311.6,8584.71,8154.69,8427.81,337062079
2015-06-03,8446.73,8482.22,8431.53,8467.02,448273230
2015-06-04,8383.23,8441.23,8357.44,8415.44,449458401
2015-06-05,8432.0,8493.2,8380.73,8441.93,479583377
2015-06-08,8469.42,8601.25,8258.37,8390.2,483011333
2015-06-09,8364.87,8381.07,8333.05,8349.24,379669015
2015-06-10,8378.59,8584.57,8173.81,8379.79,320781748
2015-06-11,8370.25,8613.95,8199.58,8443.28,455421443
2015-06-12,8371.2,8419.88,8352.54,8401.22,244436021
2015-06-15,8317.24,8525.77,8317.24,8525.77,506801218
2015-06-16,8515.37,8707.86,8394.71,8587.2,506235475
2015-06-17,8636.04,8844.2,8408.52,8616.68,359530225
2015-06-18,8613.06,8617.71,8503.16,8507.81,1052510369
2015-06-19,8477.29,8768.52,8348.57,8639.8,538096118
2015-06-22,8606.93,8741.06,8507.03,8641.16,246193197
2015-06-23,8704.85,8704.85,8623.94,8623.94,191089886
2015-06-24,8585.5,8786.27,8585.5,8786.27,928103041
2015-06-25,8717.36,9146.91,8340.85,8770.4,474427373
2015-06-26,8750.34,8818.13,8742.18,8809.97,259252300
2015-06-29,8826.12,8846.72,8498.64,8519.24,1073012170
2015-06-30,8532.45,8687.46,8377.99,8533.0,3020349810
2015-07-01,8572.34,8574.6,8530.74,8533.0,199641885
2015-07-02,8532.05,8619.34,8403.6,8490.88,464139295
2015-07-03,8433.07,8606.02,8376.56,8549.51,200707118
2015-07-06,8532.71,8589.53,8412.42,8469.24,468369985
2015-07-07,8509.36,8569.64,8485.52,8545.8,350681746
2015-07-08,8530.9,8560.15,8510.99,8540.23,265083836
2015-07-09,8562.88,8830.05,8562.88,8830.05,1006304741
2015-07-10,8786.86,8863.39,8766.49,8843.02,319185783
2015-07-13,8851.47,9016.97,8744.55,8910.05,847006629
2015-07-14,8932.22,8951.72,8877.01,8896.52,312563136
2015-07-15,8866.81,8941.21,8771.73,8846.12,509009451
2015-07-16,8871.34,8927.11,8676.92,8732.69,953067287
2015-07-17,8721.98,8725.79,8669.42,8673.23,549969592
2015-07-20,8707.99,8719.39,8614.34,8625.75,203583531
2015-07-21,8552.19,8633.14,8552.19,8633.14,166289232
2015-07-22,8666.24,8666.24,8459.35,8459.35,608700947
2015-07-23,8351.93,8351.93,8090.95,8090.95,1162031563
2015-07-24,8107.07,8212.41,8102.82,8208.16,351388391
2015-07-27,8211.66,8296.46,8087.82,8172.62,380133756
2015-07-28,8184.69,8184.69,8040.56,8040.56,922325530
2015-07-29,8071.48,8097.74,7992.09,8018.35,675935696
2015-07-30,7987.86,8100.73,7834.72,7947.59,873189140
2015-07-31,7995.38,8028.31,7938.07,7971.0,451112499
2015-08-03,8010.19,8032.96,7948.24,7971.0,107456431
2015-08-04,7913.42,8226.75,7913.42,8226.75,794547745
2015-08-05,8220.43,8272.17,8102.11,8153.85,463305642
2015-08-06,8160.95,8160.95,7956.96,7956.96,613998048
2015-08-07,7979.55,7979.55,7822.9,7822.9,844851133
2015-08-10,7832.83,7966.08,7718.71,7851.96,850721257
2015-08-11,7841.63,8091.63,7597.07,7847.07,219189171
2015-08-12,7805.24,8014.61,7665.41,7874.79,260844640
2015-08-13,7886.07,7927.96,7758.29,7800.19,539786514
2015-08-14,7830.27,7924.24,7817.44,7911.42,873968168
2015-08-17,7889.29,7957.55,7889.29,7957.55,538000827
2015-08-18,7908.19,8049.15,7908.19,8049.15,563705190
2015-08-19,8018.13,8129.46,7959.93,8071.26,379479732
2015-08-20,8117.46,8246.15,7963.69,8092.38,573789691
2015-08-21,8104.98,8115.68,7964.17,7974.87,252641315
2015-08-24,7964.83,8334.61,7584.23,7954.01,226938106
2015-08-25,8022.06,8022.06,7904.33,7904.33,277222994
2015-08-26,7912.3,7956.73,7783.07,7827.5,1019833527
2015-08-27,7835.85,8168.82,7463.66,7796.64,794218560
2015-08-28,7782.48,8053.23,7782.48,8053.23,581891295
2015-08-31,8038.62,8038.62,7948.0,7948.0,959197474
2015-09-01,7966.32,8118.61,7795.71,7948.0,185131499
2015-09-02,7899.53,8051.27,7829.55,7981.29,465378964
2015-09-03,7937.44,8225.66,7658.16,7946.38,525018248
2015-09-04,7995.78,8018.23,7981.35,8003.8,392585405
2015-09-07,8013.02,8027.36,7988.95,8003.28,219856802
2015-09-08,7984.99,8025.74,7973.38,8014.13,267520833
2015-09-09,7978.41,8098.51,7680.79,7800.9,375262707
2015-09-10,7886.09,7914.78,7811.79,7840.48,350640061
2015-09-11,7830.05,7964.53,7772.75,7907.23,447376568
2015-09-14,7869.52,8042.78,7780.01,7953.27,544451509
2015-09-15,7902.36,7902.36,7853.89,7853.89,805223377
2015-09-16,7849.11,7928.16,7743.25,7822.29,492935437
2015-09-17,7827.8,8079.45,7509.04,7760.69,416331678
2015-09-18,7754.9,7835.77,7706.57,7787.44,720921547
2015-09-21,7807.03,7842.67,7750.38,7786.02,323572969
2015-09-22,7791.94,7927.1,7791.94,7927.1,1217337205
2015-09-23,7869.65,8060.11,7869.65,8060.11,710065196
2015-09-24,8048.29,8218.02,7943.72,8113.44,437921851
2015-09-25,8057.29,8151.83,8054.17,8148.71,477055975
2015-09-28,8059.19,8108.34,7853.01,7902.16,1482807291
2015-09-29,7878.0,8027.94,7802.1,7952.05,262512018
2015-09-30,7963.95,8065.0,7963.95,8065.0,1853503798
2015-10-01,8049.15,8085.27,8028.88,8065.0,236247530
2015-10-02,8056.51,8138.82,7993.39,8075.7,460492469
2015-10-05,8048.63,8691.21,7434.54,8077.11,112494267
2015-10-06,8045.45,8184.29,8045.45,8184.29,576363738
2015-10-07,8175.7,8325.69,8109.44,8259.43,343622321
2015-10-08,8296.55,8312.25,8233.87,8249.58,210638028
2015-10-09,8269.32,8559.7,8269.32,8559.7,1139313592
2015-10-12,8559.2,8667.69,8559.2,8667.69,804751284
2015-10-13,8667.24,8741.96,8493.66,8568.38,534337840
2015-10-14,8510.99,8653.16,8490.32,8632.48,624777262
2015-10-15,8594.68,8715.49,8360.09,8480.9,715144752
2015-10-16,8398.04,8447.97,8383.5,8433.43,234532970
2015-10-19,8486.22,8488.82,8351.28,8353.89,590929486
2015-10-20,8313.09,8347.28,8242.05,8276.24,334954089
2015-10-21,8278.31,8410.23,8253.64,8385.57,776079188
2015-10-22,8395.56,8439.66,8288.02,8332.12,476367257
2015-10-23,8360.92,8360.92,8231.27,8231.27,313045639
2015-10-26,8266.59,8340.38,8135.65,8209.44,561950387
2015-10-27,8144.04,8449.43,7984.88,8290.27,557853841
2015-10-28,8354.11,8354.11,8099.3,8099.3,1093327108
2015-10-29,8068.31,8285.07,7592.65,7809.41,1238669588
2015-10-30,7775.45,8035.32,7675.14,7935.0,973623151
2015-11-02,7937.84,7979.64,7893.2,7935.0,224149405
2015-11-03,7992.17,8201.79,7635.75,7845.37,1152236425
2015-11-04,7853.95,7925.92,7825.39,7897.36,776987096
2015-11-05,7904.22,8025.34,7904.22,8025.34,452224340
2015-11-06,8027.42,8046.04,7980.71,7999.34,216692677
2015-11-09,7996.61,7996.61,7937.7,7937.7,989779109
2015-11-10,7938.09,7964.37,7897.63,7923.91,359511616
2015-11-11,7917.02,8049.82,7765.61,7898.41,236268506
2015-11-12,7873.17,7913.95,7850.3,7891.08,184528201
2015-11-13,7904.31,7904.31,7794.08,7794.08,295270084
2015-11-16,7827.32,7965.67,7827.32,7965.67,1297499630
2015-11-17,7967.0,7998.77,7929.34,7961.11,210361017
2015-11-18,7972.86,8283.8,7662.94,7973.87,374608297
2015-11-19,8011.44,8011.44,7858.92,7858.92,625674248
2015-11-20,7848.18,7990.55,7724.81,7867.18,335357526
2015-11-23,7847.71,7886.84,7847.71,7886.84,382013681
2015-11-24,7865.62,8014.46,7650.23,7799.07,648566116
2015-11-25,7807.23,7933.84,7794.17,7920.78,763970801
2015-11-26,7904.45,8021.92,7753.93,7871.4,788282183
2015-11-27,7882.13,8583.29,7321.46,8022.62,488484712
2015-11-30,7958.64,8235.25,7669.38,7946.0,577594976
2015-12-01,7934.57,7986.74,7893.83,7946.0,599930424
2015-12-02,8005.69,8005.69,7874.34,7874.34,497943678
2015-12-03,7886.67,7928.59,7719.39,7761.31,2346724733
2015-12-04,7737.8,7985.73,7737.8,7985.73,1510709318
2015-12-07,7968.98,8193.34,7599.04,7823.4,1174994660
2015-12-08,7832.74,7889.8,7827.03,7884.09,484758817
2015-12-09,7898.44,7933.32,7822.49,7857.36,169941465
2015-12-10,7808.82,7865.35,7793.85,7850.38,296248386
2015-12-11,7827.06,7858.34,7561.09,7592.37,1608710615
2015-12-14,7579.14,7644.12,7561.81,7626.8,315197418
2015-12-15,7635.91,7734.17,7551.34,7649.6,239265632
2015-12-16,7651.66,7790.59,7492.54,7631.47,160485223
2015-12-17,7631.07,7652.7,7521.69,7543.33,534360561
2015-12-18,7542.43,7638.2,7351.16,7446.93,674456126
2015-12-21,7412.05,7490.73,7336.87,7415.54,438277448
2015-12-22,7401.84,7454.5,7325.39,7378.06,151647294
2015-12-23,7351.73,7454.5,7307.34,7410.11,314679832
2015-12-24,7411.33,7445.56,7354.81,7389.04,312884686
2015-12-25,7367.64,7425.24,7351.85,7409.44,249383989
2015-12-28,7360.7,7411.24,7297.27,7347.81,582466868
2015-12-29,7343.17,7472.14,7231.43,7360.4,612996317
2015-12-30,7425.36,7548.9,7315.11,7438.64,508502334
2015-12-31,7440.87,7563.0,7440.87,7563.0,224120255
2016-01-01,7534.91,7594.05,7503.86,7563.0,293676830
2016-01-04,7557.62,7704.95,7357.66,7504.99,1021858545
2016-01-05,7518.29,7518.29,7430.44,7430.44,493035819
2016-01-06,7430.63,7430.63,7295.04,7295.04,910256012
2016-01-07,7346.52,7427.74,7182.05,7263.27,446083524
2016-01-08,7227.46,7230.13,7110.87,7113.54,796142688
2016-01-11,7139.93,7253.15,7139.93,7253.15,857792557
2016-01-12,7268.4,7297.47,7175.7,7204.77,735382359
2016-01-13,7193.79,7259.39,7162.12,7227.72,415338212
2016-01-14,7174.36,7315.54,7052.51,7193.69,483294497
2016-01-15,7157.87,7212.6,7037.86,7092.58,488945697
2016-01-18,7077.87,7077.87,7020.11,7020.11,1345356048
2016-01-19,7032.38,7153.94,7032.38,7153.94,1477345421
2016-01-20,7123.22,7288.72,7029.06,7194.56,409661293
2016-01-21,7152.5,7156.67,7123.45,7127.63,473387264
2016-01-22,7155.85,7155.85,6840.54,6840.54,1373813511
2016-01-25,6837.43,6866.89,6805.62,6835.08,328953138
2016-01-26,6805.81,6995.75,6565.88,6755.82,385645461
2016-01-27,6743.89,6897.08,6742.66,6895.85,463212985
2016-01-28,6902.63,6984.07,6830.37,6911.81,456889720
2016-01-29,6930.52,7138.43,6779.09,6987.0,336631567
2016-02-01,6990.91,7118.79,6859.13,6987.0,389276876
2016-02-02,6965.17,6968.16,6882.64,6885.63,560967839
2016-02-03,6885.72,6885.72,6823.88,6823.88,590700239
2016-02-04,6812.92,6849.12,6708.32,6744.52,792784270
2016-02-05,6708.85,6848.34,6708.85,6848.34,1209696507
2016-02-08,6799.79,6976.55,6768.6,6945.37,426513497
2016-02-09,6946.92,7098.89,6946.92,7098.89,763283046
2016-02-10,7117.73,7117.73,7001.65,7001.65,733889832
2016-02-11,7013.94,7213.51,6945.32,7144.9,1035756810
2016-02-12,7133.75,7284.37,6979.23,7129.86,140089931
2016-02-15,7129.72,7130.36,7061.7,7062.34,803345628
2016-02-16,7068.47,7151.17,6964.5,7047.19,275181862
2016-02-17,7031.25,7223.21,7031.25,7223.21,924536358
2016-02-18,7205.95,7395.59,7101.28,7290.92,723171662
2016-02-19,7261.1,7402.75,7242.6,7384.25,904366895
2016-02-22,7387.47,7409.86,7366.13,7388.51,217530371
2016-02-23,7371.49,7471.41,7371.49,7471.41,710278985
2016-02-24,7485.41,7650.45,7430.06,7595.1,431640226
2016-02-25,7598.67,7681.96,7550.61,7633.9,1098949150
2016-02-26,7682.04,7782.04,7632.59,7732.6,653913179
2016-02-29,7736.52,7822.25,7652.27,7738.0,379556052
2016-03-01,7781.72,7811.83,7707.89,7738.0,861326762
2016-03-02,7785.58,7836.68,7694.84,7745.95,338262529
2016-03-03,7760.3,7806.99,7677.43,7724.11,362675269
2016-03-04,7710.6,7905.85,7456.18,7651.42,301379469
2016-03-07,7672.83,7871.4,7497.82,7696.39,387812001
2016-03-08,7696.67,7757.04,7656.19,7716.56,478872300
2016-03-09,7694.87,7923.88,7694.87,7923.88,1589367170
2016-03-10,7940.67,7940.67,7829.72,7829.72,874715135
2016-03-11,7867.62,7940.8,7841.51,7914.69,718775772
2016-03-14,7932.31,7978.22,7916.73,7962.65,282349042
2016-03-15,7916.4,7940.96,7837.59,7862.14,445450333
2016-03-16,7890.44,8001.81,7785.05,7896.41,713808842
2016-03-17,7857.44,8178.47,7659.55,7980.58,506125414
2016-03-18,7983.28,8016.78,7977.91,8011.41,599289419
2016-03-21,8023.49,8028.06,7972.35,7976.92,264505750
2016-03-22,7977.03,7977.03,7834.75,7834.75,555795357
2016-03-23,7828.57,7970.88,7656.81,7799.12,358282418
2016-03-24,7795.83,7889.11,7583.38,7676.66,629313987
2016-03-25,7647.26,8083.38,7252.5,7688.63,288685535
2016-03-28,7734.14,7946.48,7613.07,7825.42,693760679
2016-03-29,7827.49,8085.78,7823.24,8081.53,1138871691
2016-03-30,8081.66,8082.97,7913.76,7915.07,1639111149
2016-03-31,7847.21,8047.84,7649.37,7850.0,601904964
2016-04-01,7850.05,7921.72,7778.33,7850.0,504703451
2016-04-04,7802.33,8024.85,7757.77,7980.29,441869177
2016-04-05,7971.59,8251.18,7747.97,8027.56,237714746
2016-04-06,7997.96,8114.04,7934.25,8050.34,946230955
2016-04-07,8036.14,8333.31,7881.17,8178.34,598737513
2016-04-08,8111.49,8212.2,8099.89,8200.6,335031316
2016-04-11,8197.62,8334.98,8110.67,8248.03,227127912
2016-04-12,8253.28,8365.16,8252.56,8364.44,748418364
2016-04-13,8317.13,8615.56,8317.13,8615.56,1482782764
2016-04-14,8638.92,8875.42,8243.91,8480.42,690430345
2016-04-15,8468.93,8503.13,8373.49,8407.68,584731806
2016-04-18,8402.6,8450.5,8321.08,8368.97,739368311
2016-04-19,8359.77,8390.12,8267.07,8297.41,681087165
2016-04-20,8367.09,8367.09,8262.48,8262.48,238817506
2016-04-21,8315.04,8363.58,8040.81,8089.35,545967636
2016-04-22,8072.5,8072.5,7866.61,7866.61,1194895792
2016-04-25,7844.69,7965.82,7837.54,7958.68,446117158
2016-04-26,7928.7,7994.37,7880.38,7946.06,800794338
2016-04-27,7976.24,8025.02,7900.62,7949.4,239291181
2016-04-28,7925.1,8375.12,7642.36,8092.38,258306782
2016-04-29,8029.62,8161.0,8029.62,8161.0,135348511
2016-05-02,8141.79,8241.01,8061.78,8161.0,178695319
2016-05-03,8164.02,8192.34,8097.48,8125.79,447967475
2016-05-04,8126.72,8179.45,7927.96,7980.69,943646493
2016-05-05,8033.74,8043.55,7951.63,7961.43,571952410
2016-05-06,8018.85,8059.64,7804.34,7845.13,537558544
2016-05-09,7847.41,7857.28,7785.12,7794.99,379624936
2016-05-10,7789.26,7903.24,7675.39,7789.37,160149808
2016-05-11,7839.98,7941.11,7682.77,7783.9,216937979
2016-05-12,7759.71,7912.46,7578.35,7731.09,356195091
2016-05-13,7729.81,7941.69,7729.81,7941.69,1970794417
2016-05-16,7975.69,7993.16,7894.32,7911.79,393669247
2016-05-17,7896.64,8127.11,7896.64,8127.11,962782068
2016-05-18,8098.0,8223.8,8098.0,8223.8,767881771
2016-05-19,8244.71,8244.71,8163.2,8163.2,875426816
2016-05-20,8150.09,8384.0,8016.95,8250.86,649283455
2016-05-23,8251.69,8276.62,8108.47,8133.4,515197885
2016-05-24,8146.07,8389.35,8146.07,8389.35,999055319
2016-05-25,8311.35,8471.77,8205.02,8365.45,158432407
2016-05-26,8367.62,8451.18,8187.45,8271.02,637598449
2016-05-27,8270.2,8339.76,8253.31,8322.87,988226547
2016-05-30,8328.92,8446.46,8116.21,8233.75,471045743
2016-05-31,8158.65,8582.34,7864.31,8288.0,352987408
2016-06-01,8189.37,8303.77,8173.61,8288.0,243661566
2016-06-02,8316.56,8370.22,8286.44,8340.1,338800340
2016-06-03,8360.3,8422.83,8331.03,8393.56,931875595
2016-06-06,8407.08,8417.45,8373.71,8384.08,170891314
2016-06-07,8356.77,8413.08,8140.33,8196.64,696150807
2016-06-08,8141.77,8266.57,8134.32,8259.13,524435230
2016-06-09,8269.49,8269.49,8055.2,8055.2,494519336
2016-06-10,8080.8,8141.73,8014.6,8075.53,163209911
2016-06-13,8105.85,8116.89,8057.2,8068.24,338259602
2016-06-14,8132.51,8315.58,8132.51,8315.58,1289949697
2016-06-15,8412.14,8504.58,8322.34,8414.78,541696834
2016-06-16,8430.2,8469.68,8319.07,8358.54,542720228
2016-06-17,8321.58,8606.32,8104.73,8389.48,948704477
2016-06-20,8363.16,8489.14,8363.16,8489.14,849270791
2016-06-21,8479.94,8760.29,8153.76,8434.11,563550693
2016-06-22,8446.85,8861.06,8102.18,8516.4,1147507287
2016-06-23,8502.68,8523.1,8431.84,8452.26,389967887
2016-06-24,8443.07,8711.62,8301.37,8569.93,551520970
2016-06-27,8506.3,8756.73,8506.3,8756.73,1191190087
2016-06-28,8770.87,8770.87,8702.17,8702.17,282505865
2016-06-29,8748.6,8940.86,8748.6,8940.86,1449564789
2016-06-30,8972.61,9014.38,8596.24,8638.0,1380551418
2016-07-01,8684.21,8775.2,8547.01,8638.0,181301693
2016-07-04,8604.11,8797.8,8503.28,8696.97,349970715
2016-07-05,8676.76,8852.0,8676.76,8852.0,892671173
2016-07-06,8922.62,8922.62,8760.97,8760.97,700292648
2016-07-07,8782.57,8882.44,8771.49,8871.36,345582767
2016-07-08,8859.05,8915.76,8797.42,8854.13,304894872
2016-07-11,8832.11,8987.95,8832.11,8987.95,887528585
2016-07-12,9013.04,9170.64,8960.36,9117.96,653200026
2016-07-13,9101.6,9193.86,9047.55,9139.81,835811064
2016-07-14,9189.18,9415.61,9189.18,9415.61,1827385939
2016-07-15,9505.52,9505.52,9349.27,9349.27,692263826
2016-07-18,9350.39,9396.61,9276.82,9323.04,324018578
2016-07-19,9338.64,9586.73,9316.78,9564.87,1663153511
2016-07-20,9527.53,9650.61,9262.66,9385.75,1076782179
2016-07-21,9412.07,9412.07,9126.91,9126.91,1362511812
2016-07-22,9090.59,9411.99,8737.74,9059.14,335543349
2016-07-25,9068.33,9238.55,8775.18,8945.4,590317078
2016-07-26,8832.15,9047.61,8832.15,9047.61,350376080
2016-07-27,9021.85,9205.46,8999.92,9183.53,773821976
2016-07-28,9240.13,9362.3,8788.31,8910.48,1009338746
2016-07-29,8999.25,8999.25,8786.0,8786.0,847784648
2016-08-01,8822.24,8996.4,8611.85,8786.0,209546397
2016-08-02,8803.3,8907.67,8777.05,8881.42,835205465
2016-08-03,8832.48,8921.97,8790.47,8879.96,164996903
2016-08-04,8812.72,8904.68,8812.72,8904.68,368472985
2016-08-05,8904.17,8904.17,8756.67,8756.67,290799900
2016-08-08,8750.56,9131.32,8432.84,8813.6,1039372003
2016-08-09,8798.85,9032.51,8712.7,8946.36,1327402475
2016-08-10,8967.95,9032.03,8967.95,9032.03,554000955
2016-08-11,9062.12,9276.42,8855.96,9070.27,282457690
2016-08-12,9016.92,9067.32,8959.57,9009.96,518209914
2016-08-15,8986.17,9059.74,8986.17,9059.74,420220379
2016-08-16,9018.15,9146.27,8864.99,8993.1,410617343
2016-08-17,9005.54,9175.61,8770.68,8940.75,273118701
2016-08-18,8895.5,9030.51,8720.86,8855.87,422111418
2016-08-19,8906.14,8911.39,8778.83,8784.09,562391369
2016-08-22,8802.86,8825.32,8735.7,8758.16,153797062
2016-08-23,8833.1,9016.98,8748.77,8932.65,839054635
2016-08-24,8953.62,9015.85,8930.42,8992.65,651060883
2016-08-25,8927.85,9072.79,8927.85,9072.79,556922605
2016-08-26,9123.78,9123.78,8891.71,8891.71,711523985
2016-08-29,8843.41,8988.46,8701.68,8846.72,137368936
2016-08-30,8839.58,8866.46,8441.91,8468.79,1199559583
2016-08-31,8512.27,8626.68,8496.58,8611.0,739646168
2016-09-01,8641.98,8771.1,8481.88,8611.0,307837411
2016-09-02,8661.31,8683.57,8582.32,8604.58,272453164
2016-09-05,8574.97,8595.1,8502.55,8522.67,660832106
2016-09-06,8465.46,8579.39,8455.04,8568.97,315593815
2016-09-07,8555.56,8990.03,8294.17,8728.65,439891654
2016-09-08,8701.41,8838.36,8622.55,8759.51,506881052
2016-09-09,8754.04,8813.5,8715.19,8774.66,277982926
2016-09-12,8743.97,8811.92,8699.38,8767.34,190780631
2016-09-13,8743.5,8806.24,8673.15,8735.89,234802486
2016-09-14,8763.2,8842.39,8714.94,8794.13,240498781
2016-09-15,8785.84,8938.4,8785.84,8938.4,808705903
2016-09-16,8882.74,9029.53,8738.37,8885.16,263263039
2016-09-19,8924.32,8924.32,8800.41,8800.41,218830379
